year,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168
1971,0.35,0.35,0.3,0.14,0.35,0.35,0.3,0.25,0.3,0.35,0.3,0.3,0.3,0.3,0.3,0.25,0.14,0.3,0.25,0.3,0.3,0.3,0.3,0.35,0.3,0.35,0.3,0.3,0.25,0.35,0.35,0.25,0.25,0.25,0.3,0.14,0.25,0.35,0.35,0.3,0.14,0.25,0.25,0.14,0.14,0.3,0.3,0.25,0.25,0.25,0.25,0.3,0.3,0.25,0.3,0.3,0.25,0.25,0.3,0.3,0.3,0.3,0.25,0.25,0.35,0.14,0.25,0.25,0.35,0.14,0.25,0.25,0.14,0.3,0.25,0.14,0.14,0.25,0.14,0.3,0.14,0.35,0.3,0.14,0.14,0.14,0.3,0.14,0.14,0.35,0.14,0.35,0.14,0.3,0.14,0.3,0.3,0.25,0.3,0.3,0.14,0.25,0.14,0.25,0.25,0.14,0.3,0.25,0.3,0.3,0.3,0.25,0.3,0.25,0.25,0.25,0.25,0.3,0.25,0.25,0.25,0.14,0.25,0.3,0.35,0.14,0.3,0.14,0.25,0.14,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.14,0.14,0.14,0.35,0.14,0.14,0.25,0.25,0.25,0.25,0.14,0.14,0.14,0.14,0.14,0.25,0.14,0.14,0.14,0.14,0.14,0.14,0.25,0.25,0.25,0.14
1972,0.35,0.35,0.3,0.15,0.35,0.35,0.3,0.25,0.3,0.35,0.3,0.3,0.3,0.3,0.3,0.25,0.15,0.3,0.25,0.3,0.3,0.3,0.3,0.35,0.3,0.35,0.3,0.3,0.25,0.35,0.35,0.25,0.25,0.25,0.3,0.15,0.25,0.35,0.35,0.3,0.15,0.25,0.25,0.15,0.15,0.3,0.3,0.25,0.25,0.25,0.25,0.3,0.3,0.25,0.3,0.3,0.25,0.25,0.3,0.3,0.3,0.3,0.25,0.25,0.35,0.15,0.25,0.25,0.35,0.15,0.25,0.25,0.15,0.3,0.25,0.15,0.15,0.25,0.15,0.3,0.15,0.35,0.3,0.15,0.15,0.15,0.3,0.15,0.15,0.35,0.15,0.35,0.15,0.3,0.15,0.3,0.3,0.25,0.3,0.3,0.15,0.25,0.15,0.25,0.25,0.15,0.3,0.25,0.3,0.3,0.3,0.25,0.3,0.25,0.25,0.25,0.25,0.3,0.25,0.25,0.25,0.15,0.25,0.3,0.35,0.15,0.3,0.15,0.25,0.15,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.35,0.15,0.15,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.25,0.15,0.15,0.15,0.15,0.15,0.15,0.25,0.25,0.25,0.15
1973,0.35,0.35,0.3,0.15,0.35,0.35,0.3,0.25,0.3,0.35,0.3,0.3,0.3,0.3,0.3,0.25,0.15,0.3,0.25,0.3,0.3,0.3,0.3,0.35,0.3,0.35,0.3,0.3,0.25,0.35,0.35,0.25,0.25,0.25,0.3,0.15,0.25,0.35,0.35,0.3,0.15,0.25,0.25,0.15,0.15,0.3,0.3,0.25,0.25,0.25,0.25,0.3,0.3,0.25,0.3,0.3,0.25,0.25,0.3,0.3,0.3,0.3,0.25,0.25,0.35,0.15,0.25,0.25,0.35,0.15,0.25,0.25,0.15,0.3,0.25,0.15,0.15,0.25,0.15,0.3,0.15,0.35,0.3,0.15,0.15,0.15,0.3,0.15,0.15,0.35,0.15,0.35,0.15,0.3,0.15,0.3,0.3,0.25,0.3,0.3,0.15,0.25,0.15,0.25,0.25,0.15,0.3,0.25,0.3,0.3,0.3,0.25,0.3,0.25,0.25,0.25,0.25,0.3,0.25,0.25,0.25,0.15,0.25,0.3,0.35,0.15,0.3,0.15,0.25,0.15,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.35,0.15,0.15,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.25,0.15,0.15,0.15,0.15,0.15,0.15,0.25,0.25,0.25,0.15
1974,0.35,0.35,0.3,0.16,0.35,0.35,0.3,0.25,0.3,0.35,0.3,0.3,0.3,0.3,0.3,0.25,0.16,0.3,0.25,0.3,0.3,0.3,0.3,0.35,0.3,0.35,0.3,0.3,0.25,0.35,0.35,0.25,0.25,0.25,0.3,0.16,0.25,0.35,0.35,0.3,0.16,0.25,0.25,0.16,0.16,0.3,0.3,0.25,0.25,0.25,0.25,0.3,0.3,0.25,0.3,0.3,0.25,0.25,0.3,0.3,0.3,0.3,0.25,0.25,0.35,0.16,0.25,0.25,0.35,0.16,0.25,0.25,0.16,0.3,0.25,0.16,0.16,0.25,0.16,0.3,0.16,0.35,0.3,0.16,0.16,0.16,0.3,0.16,0.16,0.35,0.16,0.35,0.16,0.3,0.16,0.3,0.3,0.25,0.3,0.3,0.16,0.25,0.16,0.25,0.25,0.16,0.3,0.25,0.3,0.3,0.3,0.25,0.3,0.25,0.25,0.25,0.25,0.3,0.25,0.25,0.25,0.16,0.25,0.3,0.35,0.16,0.3,0.16,0.25,0.16,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.16,0.16,0.16,0.35,0.16,0.16,0.25,0.25,0.25,0.25,0.16,0.16,0.16,0.16,0.16,0.25,0.16,0.16,0.16,0.16,0.16,0.16,0.25,0.25,0.25,0.16
1975,0.35,0.35,0.3,0.16,0.35,0.35,0.3,0.25,0.3,0.35,0.3,0.3,0.3,0.3,0.3,0.25,0.16,0.3,0.25,0.3,0.3,0.3,0.3,0.35,0.3,0.35,0.3,0.3,0.25,0.35,0.35,0.25,0.25,0.25,0.3,0.16,0.25,0.35,0.35,0.3,0.16,0.25,0.25,0.16,0.16,0.3,0.3,0.25,0.25,0.25,0.25,0.3,0.3,0.25,0.3,0.3,0.25,0.25,0.3,0.3,0.3,0.3,0.25,0.25,0.35,0.16,0.25,0.25,0.35,0.16,0.25,0.25,0.16,0.3,0.25,0.16,0.16,0.25,0.16,0.3,0.16,0.35,0.3,0.16,0.16,0.16,0.3,0.16,0.16,0.35,0.16,0.35,0.16,0.3,0.16,0.3,0.3,0.25,0.3,0.3,0.16,0.25,0.16,0.25,0.25,0.16,0.3,0.25,0.3,0.3,0.3,0.25,0.3,0.25,0.25,0.25,0.25,0.3,0.25,0.25,0.25,0.16,0.25,0.3,0.35,0.16,0.3,0.16,0.25,0.16,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.16,0.16,0.16,0.35,0.16,0.16,0.25,0.25,0.25,0.25,0.16,0.16,0.16,0.16,0.16,0.25,0.16,0.16,0.16,0.16,0.16,0.16,0.25,0.25,0.25,0.16
1976,0.35,0.35,0.3,0.18,0.35,0.35,0.3,0.25,0.3,0.35,0.3,0.3,0.3,0.3,0.3,0.25,0.18,0.3,0.25,0.3,0.3,0.3,0.3,0.35,0.3,0.35,0.3,0.3,0.25,0.35,0.35,0.25,0.25,0.25,0.3,0.18,0.25,0.35,0.35,0.3,0.18,0.25,0.25,0.18,0.18,0.3,0.3,0.25,0.25,0.25,0.25,0.3,0.3,0.25,0.3,0.3,0.25,0.25,0.3,0.3,0.3,0.3,0.25,0.25,0.35,0.18,0.25,0.25,0.35,0.18,0.25,0.25,0.18,0.3,0.25,0.18,0.18,0.25,0.18,0.3,0.18,0.35,0.3,0.18,0.18,0.18,0.3,0.18,0.18,0.35,0.18,0.35,0.18,0.3,0.18,0.3,0.3,0.25,0.3,0.3,0.18,0.25,0.18,0.25,0.25,0.18,0.3,0.25,0.3,0.3,0.3,0.25,0.3,0.25,0.25,0.25,0.25,0.3,0.25,0.25,0.25,0.18,0.25,0.3,0.35,0.18,0.3,0.18,0.25,0.18,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.18,0.18,0.18,0.35,0.18,0.18,0.25,0.25,0.25,0.25,0.18,0.18,0.18,0.18,0.18,0.25,0.18,0.18,0.18,0.18,0.18,0.18,0.25,0.25,0.25,0.18
1977,0.35,0.35,0.3,0.19,0.35,0.35,0.3,0.25,0.3,0.35,0.3,0.3,0.3,0.3,0.3,0.25,0.19,0.3,0.25,0.3,0.3,0.3,0.3,0.35,0.3,0.35,0.3,0.3,0.25,0.35,0.35,0.25,0.25,0.25,0.3,0.19,0.25,0.35,0.35,0.3,0.19,0.25,0.25,0.19,0.19,0.3,0.3,0.25,0.25,0.25,0.25,0.3,0.3,0.25,0.3,0.3,0.25,0.25,0.3,0.3,0.3,0.3,0.25,0.25,0.35,0.19,0.25,0.25,0.35,0.19,0.25,0.25,0.19,0.3,0.25,0.19,0.19,0.25,0.19,0.3,0.19,0.35,0.3,0.19,0.19,0.19,0.3,0.19,0.19,0.35,0.19,0.35,0.19,0.3,0.19,0.3,0.3,0.25,0.3,0.3,0.19,0.25,0.19,0.25,0.25,0.19,0.3,0.25,0.3,0.3,0.3,0.25,0.3,0.25,0.25,0.25,0.25,0.3,0.25,0.25,0.25,0.19,0.25,0.3,0.35,0.19,0.3,0.19,0.25,0.19,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.19,0.19,0.19,0.35,0.19,0.19,0.25,0.25,0.25,0.25,0.19,0.19,0.19,0.19,0.19,0.25,0.19,0.19,0.19,0.19,0.19,0.19,0.25,0.25,0.25,0.19
1978,0.35,0.35,0.3,0.2,0.35,0.35,0.3,0.25,0.3,0.35,0.3,0.3,0.3,0.3,0.3,0.25,0.2,0.3,0.25,0.3,0.3,0.3,0.3,0.35,0.3,0.35,0.3,0.3,0.25,0.35,0.35,0.25,0.25,0.25,0.3,0.2,0.25,0.35,0.35,0.3,0.2,0.25,0.25,0.2,0.2,0.3,0.3,0.25,0.25,0.25,0.25,0.3,0.3,0.25,0.3,0.3,0.25,0.25,0.3,0.3,0.3,0.3,0.25,0.25,0.35,0.2,0.25,0.25,0.35,0.2,0.25,0.25,0.2,0.3,0.25,0.2,0.2,0.25,0.2,0.3,0.2,0.35,0.3,0.2,0.2,0.2,0.3,0.2,0.2,0.35,0.2,0.35,0.2,0.3,0.2,0.3,0.3,0.25,0.3,0.3,0.2,0.25,0.2,0.25,0.25,0.2,0.3,0.25,0.3,0.3,0.3,0.25,0.3,0.25,0.25,0.25,0.25,0.3,0.25,0.25,0.25,0.2,0.25,0.3,0.35,0.2,0.3,0.2,0.25,0.2,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.2,0.2,0.2,0.35,0.2,0.2,0.25,0.25,0.25,0.25,0.2,0.2,0.2,0.2,0.2,0.25,0.2,0.2,0.2,0.2,0.2,0.2,0.25,0.25,0.25,0.2
1979,0.35,0.35,0.3,0.21,0.35,0.35,0.3,0.25,0.3,0.35,0.3,0.3,0.3,0.3,0.3,0.25,0.21,0.3,0.25,0.3,0.3,0.3,0.3,0.35,0.3,0.35,0.3,0.3,0.25,0.35,0.35,0.25,0.25,0.25,0.3,0.21,0.25,0.35,0.35,0.3,0.21,0.25,0.25,0.21,0.21,0.3,0.3,0.25,0.25,0.25,0.25,0.3,0.3,0.25,0.3,0.3,0.25,0.25,0.3,0.3,0.3,0.3,0.25,0.25,0.35,0.21,0.25,0.25,0.35,0.21,0.25,0.25,0.21,0.3,0.25,0.21,0.21,0.25,0.21,0.3,0.21,0.35,0.3,0.21,0.21,0.21,0.3,0.21,0.21,0.35,0.21,0.35,0.21,0.3,0.21,0.3,0.3,0.25,0.3,0.3,0.21,0.25,0.21,0.25,0.25,0.21,0.3,0.25,0.3,0.3,0.3,0.25,0.3,0.25,0.25,0.25,0.25,0.3,0.25,0.25,0.25,0.21,0.25,0.3,0.35,0.21,0.3,0.21,0.25,0.21,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.21,0.21,0.21,0.35,0.21,0.21,0.25,0.25,0.25,0.25,0.21,0.21,0.21,0.21,0.21,0.25,0.21,0.21,0.21,0.21,0.21,0.21,0.25,0.25,0.25,0.21
1980,0.35,0.35,0.3,0.22,0.35,0.35,0.3,0.25,0.3,0.35,0.3,0.3,0.3,0.3,0.3,0.25,0.22,0.3,0.25,0.3,0.3,0.3,0.3,0.35,0.3,0.35,0.3,0.3,0.25,0.35,0.35,0.25,0.25,0.25,0.3,0.22,0.25,0.35,0.35,0.3,0.22,0.25,0.25,0.22,0.22,0.3,0.3,0.25,0.25,0.25,0.25,0.3,0.3,0.25,0.3,0.3,0.25,0.25,0.3,0.3,0.3,0.3,0.25,0.25,0.35,0.22,0.25,0.25,0.35,0.22,0.25,0.25,0.22,0.3,0.25,0.22,0.22,0.25,0.22,0.3,0.22,0.35,0.3,0.22,0.22,0.22,0.3,0.22,0.22,0.35,0.22,0.35,0.22,0.3,0.22,0.3,0.3,0.25,0.3,0.3,0.22,0.25,0.22,0.25,0.25,0.22,0.3,0.25,0.3,0.3,0.3,0.25,0.3,0.25,0.25,0.25,0.25,0.3,0.25,0.25,0.25,0.22,0.25,0.3,0.35,0.22,0.3,0.22,0.25,0.22,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.22,0.22,0.22,0.35,0.22,0.22,0.25,0.25,0.25,0.25,0.22,0.22,0.22,0.22,0.22,0.25,0.22,0.22,0.22,0.22,0.22,0.22,0.25,0.25,0.25,0.22
1981,0.35,0.35,0.3,0.22,0.35,0.35,0.3,0.25,0.3,0.35,0.3,0.3,0.3,0.3,0.3,0.25,0.22,0.3,0.25,0.3,0.3,0.3,0.3,0.35,0.3,0.35,0.3,0.3,0.25,0.35,0.35,0.25,0.25,0.25,0.3,0.22,0.25,0.35,0.35,0.3,0.22,0.25,0.25,0.22,0.22,0.3,0.3,0.25,0.25,0.25,0.25,0.3,0.3,0.25,0.3,0.3,0.25,0.25,0.3,0.3,0.3,0.3,0.25,0.25,0.35,0.22,0.25,0.25,0.35,0.22,0.25,0.25,0.22,0.3,0.25,0.22,0.22,0.25,0.22,0.3,0.22,0.35,0.3,0.22,0.22,0.22,0.3,0.22,0.22,0.35,0.22,0.35,0.22,0.3,0.22,0.3,0.3,0.25,0.3,0.3,0.22,0.25,0.22,0.25,0.25,0.22,0.3,0.25,0.3,0.3,0.3,0.25,0.3,0.25,0.25,0.25,0.25,0.3,0.25,0.25,0.25,0.22,0.25,0.3,0.35,0.22,0.3,0.22,0.25,0.22,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.22,0.22,0.22,0.35,0.22,0.22,0.25,0.25,0.25,0.25,0.22,0.22,0.22,0.22,0.22,0.25,0.22,0.22,0.22,0.22,0.22,0.22,0.25,0.25,0.25,0.22
1982,0.35,0.35,0.3,0.23,0.35,0.35,0.3,0.25,0.3,0.35,0.3,0.3,0.3,0.3,0.3,0.25,0.23,0.3,0.25,0.3,0.3,0.3,0.3,0.35,0.3,0.35,0.3,0.3,0.25,0.35,0.35,0.25,0.25,0.25,0.3,0.23,0.25,0.35,0.35,0.3,0.23,0.25,0.25,0.23,0.23,0.3,0.3,0.25,0.25,0.25,0.25,0.3,0.3,0.25,0.3,0.3,0.25,0.25,0.3,0.3,0.3,0.3,0.25,0.25,0.35,0.23,0.25,0.25,0.35,0.23,0.25,0.25,0.23,0.3,0.25,0.23,0.23,0.25,0.23,0.3,0.23,0.35,0.3,0.23,0.23,0.23,0.3,0.23,0.23,0.35,0.23,0.35,0.23,0.3,0.23,0.3,0.3,0.25,0.3,0.3,0.23,0.25,0.23,0.25,0.25,0.23,0.3,0.25,0.3,0.3,0.3,0.25,0.3,0.25,0.25,0.25,0.25,0.3,0.25,0.25,0.25,0.23,0.25,0.3,0.35,0.23,0.3,0.23,0.25,0.23,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.23,0.23,0.23,0.35,0.23,0.23,0.25,0.25,0.25,0.25,0.23,0.23,0.23,0.23,0.23,0.25,0.23,0.23,0.23,0.23,0.23,0.23,0.25,0.25,0.25,0.23
1983,0.35,0.35,0.3,0.23,0.35,0.35,0.3,0.25,0.3,0.35,0.3,0.3,0.3,0.3,0.3,0.25,0.23,0.3,0.25,0.3,0.3,0.3,0.3,0.35,0.3,0.35,0.3,0.3,0.25,0.35,0.35,0.25,0.25,0.25,0.3,0.23,0.25,0.35,0.35,0.3,0.23,0.25,0.25,0.23,0.23,0.3,0.3,0.25,0.25,0.25,0.25,0.3,0.3,0.25,0.3,0.3,0.25,0.25,0.3,0.3,0.3,0.3,0.25,0.25,0.35,0.23,0.25,0.25,0.35,0.23,0.25,0.25,0.23,0.3,0.25,0.23,0.23,0.25,0.23,0.3,0.23,0.35,0.3,0.23,0.23,0.23,0.3,0.23,0.23,0.35,0.23,0.35,0.23,0.3,0.23,0.3,0.3,0.25,0.3,0.3,0.23,0.25,0.23,0.25,0.25,0.23,0.3,0.25,0.3,0.3,0.3,0.25,0.3,0.25,0.25,0.25,0.25,0.3,0.25,0.25,0.25,0.23,0.25,0.3,0.35,0.23,0.3,0.23,0.25,0.23,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.23,0.23,0.23,0.35,0.23,0.23,0.25,0.25,0.25,0.25,0.23,0.23,0.23,0.23,0.23,0.25,0.23,0.23,0.23,0.23,0.23,0.23,0.25,0.25,0.25,0.23
1984,0.35,0.35,0.3,0.24,0.35,0.35,0.3,0.25,0.3,0.35,0.3,0.3,0.3,0.3,0.3,0.25,0.24,0.3,0.25,0.3,0.3,0.3,0.3,0.35,0.3,0.35,0.3,0.3,0.25,0.35,0.35,0.25,0.25,0.25,0.3,0.24,0.25,0.35,0.35,0.3,0.24,0.25,0.25,0.24,0.24,0.3,0.3,0.25,0.25,0.25,0.25,0.3,0.3,0.25,0.3,0.3,0.25,0.25,0.3,0.3,0.3,0.3,0.25,0.25,0.35,0.24,0.25,0.25,0.35,0.24,0.25,0.25,0.24,0.3,0.25,0.24,0.24,0.25,0.24,0.3,0.24,0.35,0.3,0.24,0.24,0.24,0.3,0.24,0.24,0.35,0.24,0.35,0.24,0.3,0.24,0.3,0.3,0.25,0.3,0.3,0.24,0.25,0.24,0.25,0.25,0.24,0.3,0.25,0.3,0.3,0.3,0.25,0.3,0.25,0.25,0.25,0.25,0.3,0.25,0.25,0.25,0.24,0.25,0.3,0.35,0.24,0.3,0.24,0.25,0.24,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.35,0.24,0.24,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.25,0.24,0.24,0.24,0.24,0.24,0.24,0.25,0.25,0.25,0.24
1985,0.35,0.35,0.3,0.24,0.35,0.35,0.3,0.25,0.3,0.35,0.3,0.3,0.3,0.3,0.3,0.25,0.24,0.3,0.25,0.3,0.3,0.3,0.3,0.35,0.3,0.35,0.3,0.3,0.25,0.35,0.35,0.25,0.25,0.25,0.3,0.24,0.25,0.35,0.35,0.3,0.24,0.25,0.25,0.24,0.24,0.3,0.3,0.25,0.25,0.25,0.25,0.3,0.3,0.25,0.3,0.3,0.25,0.25,0.3,0.3,0.3,0.3,0.25,0.25,0.35,0.24,0.25,0.25,0.35,0.24,0.25,0.25,0.24,0.3,0.25,0.24,0.24,0.25,0.24,0.3,0.24,0.35,0.3,0.24,0.24,0.24,0.3,0.24,0.24,0.35,0.24,0.35,0.24,0.3,0.24,0.3,0.3,0.25,0.3,0.3,0.24,0.25,0.24,0.25,0.25,0.24,0.3,0.25,0.3,0.3,0.3,0.25,0.3,0.25,0.25,0.25,0.25,0.3,0.25,0.25,0.25,0.24,0.25,0.3,0.35,0.24,0.3,0.24,0.25,0.24,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.35,0.24,0.24,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.25,0.24,0.24,0.24,0.24,0.24,0.24,0.25,0.25,0.25,0.24
1986,0.35,0.35,0.3,0.25,0.35,0.35,0.3,0.25,0.3,0.35,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.3,0.25,0.3,0.3,0.3,0.3,0.35,0.3,0.35,0.3,0.3,0.25,0.35,0.35,0.25,0.25,0.25,0.3,0.25,0.25,0.35,0.35,0.3,0.25,0.25,0.25,0.25,0.25,0.3,0.3,0.25,0.25,0.25,0.25,0.3,0.3,0.25,0.3,0.3,0.25,0.25,0.3,0.3,0.3,0.3,0.25,0.25,0.35,0.25,0.25,0.25,0.35,0.25,0.25,0.25,0.25,0.3,0.25,0.25,0.25,0.25,0.25,0.3,0.25,0.35,0.3,0.25,0.25,0.25,0.3,0.25,0.25,0.35,0.25,0.35,0.25,0.3,0.25,0.3,0.3,0.25,0.3,0.3,0.25,0.25,0.25,0.25,0.25,0.25,0.3,0.25,0.3,0.3,0.3,0.25,0.3,0.25,0.25,0.25,0.25,0.3,0.25,0.25,0.25,0.25,0.25,0.3,0.35,0.25,0.3,0.25,0.25,0.25,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
1987,0.35,0.35,0.3,0.25,0.35,0.35,0.3,0.25,0.3,0.35,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.3,0.25,0.3,0.3,0.3,0.3,0.35,0.3,0.35,0.3,0.3,0.25,0.35,0.35,0.25,0.25,0.25,0.3,0.25,0.25,0.35,0.35,0.3,0.25,0.25,0.25,0.25,0.25,0.3,0.3,0.25,0.25,0.25,0.25,0.3,0.3,0.25,0.3,0.3,0.25,0.25,0.3,0.3,0.3,0.3,0.25,0.25,0.35,0.25,0.25,0.25,0.35,0.25,0.25,0.25,0.25,0.3,0.25,0.25,0.25,0.25,0.25,0.3,0.25,0.35,0.3,0.25,0.25,0.25,0.3,0.25,0.25,0.35,0.25,0.35,0.25,0.3,0.25,0.3,0.3,0.25,0.3,0.3,0.25,0.25,0.25,0.25,0.25,0.25,0.3,0.25,0.3,0.3,0.3,0.25,0.3,0.25,0.25,0.25,0.25,0.3,0.25,0.25,0.25,0.25,0.25,0.3,0.35,0.25,0.3,0.25,0.25,0.25,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
1988,0.35,0.35,0.3,0.26,0.35,0.35,0.3,0.25,0.3,0.35,0.3,0.3,0.3,0.3,0.3,0.25,0.26,0.3,0.25,0.3,0.3,0.3,0.3,0.35,0.3,0.35,0.3,0.3,0.25,0.35,0.35,0.25,0.25,0.25,0.3,0.26,0.25,0.35,0.35,0.3,0.26,0.25,0.25,0.26,0.26,0.3,0.3,0.25,0.25,0.25,0.25,0.3,0.3,0.25,0.3,0.3,0.25,0.25,0.3,0.3,0.3,0.3,0.25,0.25,0.35,0.26,0.25,0.25,0.35,0.26,0.25,0.25,0.26,0.3,0.25,0.26,0.26,0.25,0.26,0.3,0.26,0.35,0.3,0.26,0.26,0.26,0.3,0.26,0.26,0.35,0.26,0.35,0.26,0.3,0.26,0.3,0.3,0.25,0.3,0.3,0.26,0.25,0.26,0.25,0.25,0.26,0.3,0.25,0.3,0.3,0.3,0.25,0.3,0.25,0.25,0.25,0.25,0.3,0.25,0.25,0.25,0.26,0.25,0.3,0.35,0.26,0.3,0.26,0.25,0.26,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.26,0.26,0.26,0.35,0.26,0.26,0.25,0.25,0.25,0.25,0.26,0.26,0.26,0.26,0.26,0.25,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.26
1989,0.35,0.35,0.3,0.27,0.35,0.35,0.3,0.25,0.3,0.35,0.3,0.3,0.3,0.3,0.3,0.25,0.27,0.3,0.25,0.3,0.3,0.3,0.3,0.35,0.3,0.35,0.3,0.3,0.25,0.35,0.35,0.25,0.25,0.25,0.3,0.27,0.25,0.35,0.35,0.3,0.27,0.25,0.25,0.27,0.27,0.3,0.3,0.25,0.25,0.25,0.25,0.3,0.3,0.25,0.3,0.3,0.25,0.25,0.3,0.3,0.3,0.3,0.25,0.25,0.35,0.27,0.25,0.25,0.35,0.27,0.25,0.25,0.27,0.3,0.25,0.27,0.27,0.25,0.27,0.3,0.27,0.35,0.3,0.27,0.27,0.27,0.3,0.27,0.27,0.35,0.27,0.35,0.27,0.3,0.27,0.3,0.3,0.25,0.3,0.3,0.27,0.25,0.27,0.25,0.25,0.27,0.3,0.25,0.3,0.3,0.3,0.25,0.3,0.25,0.25,0.25,0.25,0.3,0.25,0.25,0.25,0.27,0.25,0.3,0.35,0.27,0.3,0.27,0.25,0.27,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.27,0.27,0.27,0.35,0.27,0.27,0.25,0.25,0.25,0.25,0.27,0.27,0.27,0.27,0.27,0.25,0.27,0.27,0.27,0.27,0.27,0.27,0.25,0.25,0.25,0.27
1990,0.35,0.35,0.3,0.27,0.35,0.35,0.3,0.25,0.3,0.35,0.3,0.3,0.3,0.3,0.3,0.25,0.27,0.3,0.25,0.3,0.3,0.3,0.3,0.35,0.3,0.35,0.3,0.3,0.25,0.35,0.35,0.25,0.25,0.25,0.3,0.27,0.25,0.35,0.35,0.3,0.27,0.25,0.25,0.27,0.27,0.3,0.3,0.25,0.25,0.25,0.25,0.3,0.3,0.25,0.3,0.3,0.25,0.25,0.3,0.3,0.3,0.3,0.25,0.25,0.35,0.27,0.25,0.25,0.35,0.27,0.25,0.25,0.27,0.3,0.25,0.27,0.27,0.25,0.27,0.3,0.27,0.35,0.3,0.27,0.27,0.27,0.3,0.27,0.27,0.35,0.27,0.35,0.27,0.3,0.27,0.3,0.3,0.25,0.3,0.3,0.27,0.25,0.27,0.25,0.25,0.27,0.3,0.25,0.3,0.3,0.3,0.25,0.3,0.25,0.25,0.25,0.25,0.3,0.25,0.25,0.25,0.27,0.25,0.3,0.35,0.27,0.3,0.27,0.25,0.27,0.25,0.35,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.27,0.27,0.27,0.35,0.27,0.27,0.25,0.25,0.25,0.25,0.27,0.27,0.27,0.27,0.27,0.25,0.27,0.27,0.27,0.27,0.27,0.27,0.25,0.25,0.25,0.27
